t,amplitude
1.559999999999999998e-01,-5.877852522924700285e-01
1.570000000000000007e-01,-9.510565162951535312e-01
1.580000000000000016e-01,-9.510565162951525320e-01
1.590000000000000024e-01,-5.877852522924676970e-01
1.600000000000000033e-01,-3.918869757271530263e-15
1.610000000000000042e-01,5.877852522924728040e-01
1.620000000000000051e-01,9.510565162951545304e-01
1.630000000000000060e-01,9.510565162951515328e-01
1.640000000000000069e-01,5.877852522924649215e-01
1.650000000000000078e-01,4.886207583857645804e-16
1.660000000000000087e-01,-5.877852522924755796e-01
1.670000000000000095e-01,-9.510565162951556406e-01
1.680000000000000104e-01,-9.510565162951504226e-01
1.690000000000000113e-01,-5.877852522924621459e-01
1.700000000000000122e-01,2.941628240500000905e-15
1.710000000000000131e-01,5.877852522924783552e-01
1.719999999999999862e-01,9.510565162951523099e-01
1.729999999999999871e-01,9.510565162951537532e-01
1.739999999999999880e-01,5.877852522924823520e-01
1.749999999999999889e-01,7.838977475816237426e-15
1.759999999999999898e-01,-5.877852522924696954e-01
1.769999999999999907e-01,-9.510565162951533091e-01
1.779999999999999916e-01,-9.510565162951570839e-01
1.789999999999999925e-01,-5.877852522924795764e-01
1.799999999999999933e-01,-4.408728476930471644e-15
1.809999999999999942e-01,5.877852522924724710e-01
1.819999999999999951e-01,9.510565162951544194e-01
1.829999999999999960e-01,9.510565162951560847e-01
1.839999999999999969e-01,5.877852522924768008e-01
1.849999999999999978e-01,9.784794780447058632e-16
1.859999999999999987e-01,-5.877852522924751355e-01
1.869999999999999996e-01,-9.510565162951554186e-01
1.880000000000000004e-01,-9.510565162951549745e-01
1.890000000000000013e-01,-5.877852522924740253e-01
1.900000000000000022e-01,2.451769520841059918e-15
1.910000000000000031e-01,5.877852522924780221e-01
1.920000000000000040e-01,9.510565162951565288e-01
1.930000000000000049e-01,9.510565162951539753e-01
1.940000000000000058e-01,5.877852522924712497e-01
1.950000000000000067e-01,-5.882018519726825699e-15
1.960000000000000075e-01,-5.877852522924806866e-01
1.970000000000000084e-01,-9.510565162951575280e-01
1.980000000000000093e-01,-9.510565162951528650e-01
1.990000000000000102e-01,-5.877852522924684742e-01
2.000000000000000111e-01,9.312267518612591480e-15
2.010000000000000120e-01,5.877852522924835732e-01
2.020000000000000129e-01,9.510565162951541973e-01
2.030000000000000138e-01,9.510565162951518658e-01
2.039999999999999869e-01,5.877852522924886802e-01
2.049999999999999878e-01,1.567919291290565017e-14
2.059999999999999887e-01,-5.877852522924632561e-01
2.069999999999999896e-01,-9.510565162951508666e-01
2.079999999999999905e-01,-9.510565162951551965e-01
2.089999999999999913e-01,-5.877852522924744694e-01
2.099999999999999922e-01,1.961910801182118536e-15
2.109999999999999931e-01,5.877852522924775780e-01
2.119999999999999940e-01,9.510565162951563067e-01
2.129999999999999949e-01,9.510565162951585272e-01
2.139999999999999958e-01,5.877852522924831291e-01
2.149999999999999967e-01,8.818694915134120189e-15
2.159999999999999976e-01,-5.877852522924688072e-01
2.169999999999999984e-01,-9.510565162951529761e-01
2.179999999999999993e-01,-9.510565162951529761e-01
2.190000000000000002e-01,-5.877852522924688072e-01
2.200000000000000011e-01,8.822408798953649310e-15
2.210000000000000020e-01,5.877852522924831291e-01
2.220000000000000029e-01,9.510565162951585272e-01
2.230000000000000038e-01,9.510565162951563067e-01
2.240000000000000047e-01,5.877852522924775780e-01
2.250000000000000056e-01,1.958196917362588232e-15
2.260000000000000064e-01,-5.877852522924744694e-01
2.270000000000000073e-01,-9.510565162951551965e-01
2.280000000000000082e-01,-9.510565162951508666e-01
2.290000000000000091e-01,-5.877852522924632561e-01
2.300000000000000100e-01,1.568290679672518245e-14
2.310000000000000109e-01,5.877852522924886802e-01
2.320000000000000118e-01,9.510565162951518658e-01
2.330000000000000127e-01,9.510565162951541973e-01
2.340000000000000135e-01,5.877852522924720269e-01
2.349999999999999867e-01,-4.902301080408942936e-15
2.359999999999999876e-01,-5.877852522924569278e-01
2.369999999999999885e-01,-9.510565162951485352e-01
2.379999999999999893e-01,-9.510565162951575280e-01
2.389999999999999902e-01,-5.877852522924806866e-01
2.399999999999999911e-01,-5.878304635907295000e-15
2.409999999999999920e-01,5.877852522924712497e-01
2.419999999999999929e-01,9.510565162951539753e-01
2.429999999999999938e-01,9.510565162951520879e-01
2.439999999999999947e-01,5.877852522924664758e-01
2.449999999999999956e-01,-1.176279907818047450e-14
2.459999999999999964e-01,-5.877852522924624790e-01
2.469999999999999973e-01,-9.510565162951506446e-01
2.479999999999999982e-01,-9.510565162951554186e-01
2.489999999999999991e-01,-5.877852522924751355e-01
2.500000000000000000e-01,9.821933618642359708e-16
2.510000000000000009e-01,5.877852522924768008e-01
2.520000000000000018e-01,9.510565162951560847e-01
2.530000000000000027e-01,9.510565162951499785e-01
2.540000000000000036e-01,5.877852522924609247e-01
2.550000000000000044e-01,9.798412354452001374e-15
2.560000000000000053e-01,-5.877852522924680301e-01
2.570000000000000062e-01,-9.510565162951527540e-01
2.580000000000000071e-01,-9.510565162951533091e-01
2.590000000000000080e-01,-5.877852522924696954e-01
2.600000000000000089e-01,7.842691359635766547e-15
2.610000000000000098e-01,5.877852522924823520e-01
2.620000000000000107e-01,9.510565162951581941e-01
2.630000000000000115e-01,9.510565162951478690e-01
2.640000000000000124e-01,5.877852522924553735e-01
2.650000000000000133e-01,2.937914356680470995e-15
2.660000000000000142e-01,-5.877852522924735812e-01
2.670000000000000151e-01,-9.510565162951548634e-01
2.680000000000000160e-01,-9.510565162951511997e-01
2.690000000000000169e-01,-5.877852522924640333e-01
2.700000000000000178e-01,1.470318935740729811e-14
2.710000000000000187e-01,5.877852522924879031e-01
2.720000000000000195e-01,9.510565162951603035e-01
2.730000000000000204e-01,9.510565162951457596e-01
2.740000000000000213e-01,5.877852522924728040e-01
2.750000000000000222e-01,-3.922583641091060173e-15
2.760000000000000231e-01,-5.877852522924791323e-01
2.770000000000000240e-01,-9.510565162951569729e-01
2.780000000000000249e-01,-9.510565162951490903e-01
2.790000000000000258e-01,-5.877852522924584822e-01
2.800000000000000266e-01,2.156368735517882967e-14
2.810000000000000275e-01,5.877852522924934542e-01
2.819999999999999729e-01,9.510565162951448714e-01
2.829999999999999738e-01,9.510565162951611917e-01
2.839999999999999747e-01,5.877852522924902345e-01
2.849999999999999756e-01,1.763862779154141570e-14
2.859999999999999765e-01,-5.877852522924617018e-01
2.869999999999999774e-01,-9.510565162951503115e-01
2.879999999999999782e-01,-9.510565162951557516e-01
2.889999999999999791e-01,-5.877852522924760237e-01
2.899999999999999800e-01,2.475922546353430822e-18
2.909999999999999809e-01,5.877852522924530421e-01
2.919999999999999818e-01,9.510565162951469809e-01
2.929999999999999827e-01,9.510565162951590823e-01
2.939999999999999836e-01,5.877852522924846834e-01
2.949999999999999845e-01,1.077812979376988414e-14
2.959999999999999853e-01,-5.877852522924672529e-01
2.969999999999999862e-01,-9.510565162951524210e-01
2.979999999999999871e-01,-9.510565162951536422e-01
2.989999999999999880e-01,-5.877852522924704726e-01
2.999999999999999889e-01,6.862973920317884573e-15
3.009999999999999898e-01,5.877852522924584822e-01
3.019999999999999907e-01,9.510565162951490903e-01
3.029999999999999916e-01,9.510565162951569729e-01
3.039999999999999925e-01,5.877852522924791323e-01
3.049999999999999933e-01,3.917631795998353363e-15
3.059999999999999942e-01,-5.877852522924728040e-01
3.069999999999999951e-01,-9.510565162951545304e-01
3.079999999999999960e-01,-9.510565162951515328e-01
3.089999999999999969e-01,-5.877852522924649215e-01
3.099999999999999978e-01,1.372347191808941535e-14
3.109999999999999987e-01,5.877852522924640333e-01
3.119999999999999996e-01,9.510565162951511997e-01
3.130000000000000004e-01,9.510565162951548634e-01
3.140000000000000013e-01,5.877852522924735812e-01
3.150000000000000022e-01,-2.942866201773177805e-15
3.160000000000000031e-01,-5.877852522924783552e-01
3.170000000000000040e-01,-9.510565162951566398e-01
3.180000000000000049e-01,-9.510565162951494234e-01
3.190000000000000058e-01,-5.877852522924593703e-01
3.200000000000000067e-01,-7.837739514543060526e-15
3.210000000000000075e-01,5.877852522924696954e-01
3.220000000000000084e-01,9.510565162951533091e-01
3.230000000000000093e-01,9.510565162951527540e-01
3.240000000000000102e-01,5.877852522924680301e-01
3.250000000000000111e-01,-9.803364199544708973e-15
3.260000000000000120e-01,-5.877852522924839063e-01
3.270000000000000129e-01,-9.510565162951587492e-01
3.280000000000000138e-01,-9.510565162951473139e-01
3.290000000000000147e-01,-5.877852522924538192e-01
3.300000000000000155e-01,-9.772415167715291607e-16
3.310000000000000164e-01,5.877852522924752465e-01
3.320000000000000173e-01,9.510565162951554186e-01
3.330000000000000182e-01,9.510565162951506446e-01
3.340000000000000191e-01,5.877852522924624790e-01
3.350000000000000200e-01,-1.666386219731623896e-14
3.360000000000000209e-01,-5.877852522924894574e-01
3.370000000000000218e-01,-9.510565162951608587e-01
3.380000000000000226e-01,-9.510565162951450935e-01
3.390000000000000235e-01,-5.877852522924712497e-01
3.400000000000000244e-01,5.883256481000001810e-15
3.410000000000000253e-01,5.877852522924806866e-01
3.420000000000000262e-01,9.510565162951575280e-01
3.430000000000000271e-01,9.510565162951485352e-01
3.439999999999999725e-01,5.877852522924799095e-01
3.449999999999999734e-01,4.897349235316236126e-15
3.459999999999999742e-01,-5.877852522924720269e-01
3.469999999999999751e-01,-9.510565162951454266e-01
3.479999999999999760e-01,-9.510565162951606366e-01
3.489999999999999769e-01,-5.877852522924886802e-01
3.499999999999999778e-01,-1.567795495163247485e-14
3.509999999999999787e-01,5.877852522924632561e-01
3.519999999999999796e-01,9.510565162951508666e-01
3.529999999999999805e-01,9.510565162951551965e-01
3.539999999999999813e-01,5.877852522924744694e-01
3.549999999999999822e-01,-1.963148762455295042e-15
3.559999999999999831e-01,-5.877852522924545964e-01
3.569999999999999840e-01,-9.510565162951475360e-01
3.579999999999999849e-01,-9.510565162951585272e-01
3.589999999999999858e-01,-5.877852522924831291e-01
3.599999999999999867e-01,-8.817456953860943289e-15
3.609999999999999876e-01,5.877852522924688072e-01
3.619999999999999885e-01,9.510565162951529761e-01
3.629999999999999893e-01,9.510565162951529761e-01
3.639999999999999902e-01,5.877852522924688072e-01
3.649999999999999911e-01,-8.823646760226826210e-15
3.659999999999999920e-01,-5.877852522924601475e-01
3.669999999999999929e-01,-9.510565162951496454e-01
3.679999999999999938e-01,-9.510565162951563067e-01
3.689999999999999947e-01,-5.877852522924775780e-01
3.699999999999999956e-01,-1.956958956089411726e-15
3.709999999999999964e-01,5.877852522924744694e-01
3.719999999999999973e-01,9.510565162951551965e-01
3.729999999999999982e-01,9.510565162951508666e-01
3.739999999999999991e-01,5.877852522924632561e-01
3.750000000000000000e-01,1.273756467240564966e-14
3.760000000000000009e-01,-5.877852522924656986e-01
3.770000000000000018e-01,-9.510565162951518658e-01
3.780000000000000027e-01,-9.510565162951541973e-01
3.790000000000000036e-01,-5.877852522924720269e-01
3.800000000000000044e-01,4.903539041682119836e-15
3.810000000000000053e-01,5.877852522924799095e-01
3.820000000000000062e-01,9.510565162951573059e-01
3.830000000000000071e-01,9.510565162951487572e-01
3.840000000000000080e-01,5.877852522924577050e-01
3.850000000000000089e-01,5.877066674634118889e-15
3.860000000000000098e-01,-5.877852522924712497e-01
3.870000000000000107e-01,-9.510565162951539753e-01
3.880000000000000115e-01,-9.510565162951520879e-01
3.890000000000000124e-01,-5.877852522924664758e-01
3.900000000000000133e-01,1.176403703945365140e-14
3.910000000000000142e-01,5.877852522924854606e-01
3.920000000000000151e-01,9.510565162951594154e-01
3.930000000000000160e-01,9.510565162951466478e-01
3.940000000000000169e-01,5.877852522924521539e-01
3.950000000000000178e-01,-9.834313231374126733e-16
3.960000000000000187e-01,-5.877852522924768008e-01
3.970000000000000195e-01,-9.510565162951560847e-01
3.980000000000000204e-01,-9.510565162951499785e-01
3.990000000000000213e-01,-5.877852522924609247e-01
4.000000000000000222e-01,1.862453503722518296e-14
4.010000000000000231e-01,5.877852522924910117e-01
4.020000000000000240e-01,9.510565162951615248e-01
4.030000000000000249e-01,9.510565162951445384e-01
4.040000000000000258e-01,5.877852522924696954e-01
4.050000000000000266e-01,-7.843929320908943447e-15
4.060000000000000275e-01,-5.877852522924823520e-01
4.069999999999999729e-01,-9.510565162951494234e-01
4.079999999999999738e-01,-9.510565162951654106e-01
4.089999999999999747e-01,-5.877852522924783552e-01
4.099999999999999756e-01,-3.135838582581130035e-14
4.109999999999999765e-01,5.877852522924735812e-01
4.119999999999999774e-01,9.510565162951460927e-01
4.129999999999999782e-01,9.510565162951511997e-01
4.139999999999999791e-01,5.877852522924871259e-01
4.149999999999999800e-01,-1.470442731868047659e-14
4.159999999999999809e-01,-5.877852522924649215e-01
4.169999999999999818e-01,-9.510565162951427620e-01
4.179999999999999827e-01,-9.510565162951545304e-01
4.189999999999999836e-01,-5.877852522924957857e-01
4.199999999999999845e-01,3.923821602364237073e-15
4.209999999999999853e-01,5.877852522924561507e-01
4.219999999999999862e-01,9.510565162951569729e-01
4.229999999999999871e-01,9.510565162951578611e-01
4.239999999999999880e-01,5.877852522924584822e-01
4.249999999999999889e-01,6.856784113952000863e-15
4.259999999999999898e-01,-5.877852522924474910e-01
4.269999999999999907e-01,-9.510565162951536422e-01
4.279999999999999916e-01,-9.510565162951611917e-01
4.289999999999999925e-01,-5.877852522924672529e-01
4.299999999999999933e-01,-1.763738983026824038e-14
4.309999999999999942e-01,5.877852522924846834e-01
4.319999999999999951e-01,9.510565162951503115e-01
4.329999999999999960e-01,9.510565162951469809e-01
4.339999999999999969e-01,5.877852522924760237e-01
4.349999999999999978e-01,-2.842542331422353971e-14
4.359999999999999987e-01,-5.877852522924760237e-01
4.369999999999999996e-01,-9.510565162951469809e-01
4.380000000000000004e-01,-9.510565162951503115e-01
4.390000000000000013e-01,-5.877852522924846834e-01
4.400000000000000022e-01,1.764481759790729862e-14
4.410000000000000031e-01,5.877852522924672529e-01
4.420000000000000040e-01,9.510565162951611917e-01
4.430000000000000049e-01,9.510565162951536422e-01
4.440000000000000058e-01,5.877852522924473799e-01
4.450000000000000067e-01,-6.864211881591061473e-15
4.460000000000000075e-01,-5.877852522924584822e-01
4.470000000000000084e-01,-9.510565162951578611e-01
4.480000000000000093e-01,-9.510565162951569729e-01
4.490000000000000102e-01,-5.877852522924561507e-01
4.500000000000000111e-01,-3.916393834725176464e-15
4.510000000000000120e-01,5.877852522924957857e-01
4.520000000000000129e-01,9.510565162951545304e-01
4.530000000000000138e-01,9.510565162951427620e-01
4.540000000000000147e-01,5.877852522924649215e-01
4.550000000000000155e-01,1.469699955104141519e-14
4.560000000000000164e-01,-5.877852522924871259e-01
4.570000000000000173e-01,-9.510565162951511997e-01
4.580000000000000182e-01,-9.510565162951460927e-01
4.590000000000000191e-01,-5.877852522924735812e-01
4.600000000000000200e-01,3.136581359345036490e-14
4.610000000000000209e-01,5.877852522924783552e-01
4.620000000000000218e-01,9.510565162951654106e-01
4.630000000000000226e-01,9.510565162951494234e-01
4.640000000000000235e-01,5.877852522924823520e-01
4.650000000000000244e-01,-2.058520787713412381e-14
4.660000000000000253e-01,-5.877852522924696954e-01
4.670000000000000262e-01,-9.510565162951620799e-01
4.680000000000000271e-01,-9.510565162951527540e-01
4.689999999999999725e-01,-5.877852522924910117e-01
4.699999999999999734e-01,9.804602160817885872e-15
4.709999999999999742e-01,5.877852522924609247e-01
4.719999999999999751e-01,9.510565162951412077e-01
4.729999999999999760e-01,9.510565162951560847e-01
4.739999999999999769e-01,5.877852522924997825e-01
4.749999999999999778e-01,9.760035554983524582e-16
4.759999999999999787e-01,-5.877852522924521539e-01
4.769999999999999796e-01,-9.510565162951554186e-01
4.779999999999999805e-01,-9.510565162951594154e-01
4.789999999999999813e-01,-5.877852522924624790e-01
4.799999999999999822e-01,-1.175660927181459000e-14
4.809999999999999831e-01,5.877852522924434941e-01
4.819999999999999840e-01,9.510565162951520879e-01
4.829999999999999849e-01,9.510565162951627460e-01
4.839999999999999858e-01,5.877852522924712497e-01
4.849999999999999867e-01,2.253721498813082794e-14
4.859999999999999876e-01,-5.877852522924806866e-01
4.869999999999999885e-01,-9.510565162951487572e-01
4.879999999999999893e-01,-9.510565162951485352e-01
4.889999999999999902e-01,-5.877852522924799095e-01
4.899999999999999911e-01,2.352559815636094900e-14
4.909999999999999920e-01,5.877852522924720269e-01
4.919999999999999929e-01,9.510565162951454266e-01
4.929999999999999938e-01,9.510565162951518658e-01
4.939999999999999947e-01,5.877852522924886802e-01
4.949999999999999956e-01,-1.274499244004470948e-14
4.959999999999999964e-01,-5.877852522924632561e-01
4.969999999999999973e-01,-9.510565162951596374e-01
4.979999999999999982e-01,-9.510565162951551965e-01
4.989999999999999991e-01,-5.877852522924513767e-01
5.000000000000000000e-01,1.964386723728471942e-15
5.010000000000000009e-01,5.877852522924545964e-01
5.020000000000000018e-01,9.510565162951563067e-01
5.030000000000000027e-01,9.510565162951585272e-01
5.040000000000000036e-01,5.877852522924601475e-01
5.050000000000000044e-01,8.816218992587766389e-15
5.060000000000000053e-01,-5.877852522924917889e-01
5.070000000000000062e-01,-9.510565162951529761e-01
5.080000000000000071e-01,-9.510565162951442053e-01
5.090000000000000080e-01,-5.877852522924688072e-01
5.100000000000000089e-01,-1.959682470890400275e-14
5.110000000000000098e-01,5.877852522924831291e-01
5.120000000000000107e-01,9.510565162951496454e-01
5.130000000000000115e-01,9.510565162951475360e-01
5.140000000000000124e-01,5.877852522924775780e-01
5.150000000000000133e-01,-2.646598843558777103e-14
5.160000000000000142e-01,-5.877852522924744694e-01
5.170000000000000151e-01,-9.510565162951639673e-01
5.180000000000000160e-01,-9.510565162951508666e-01
5.190000000000000169e-01,-5.877852522924402745e-01
5.200000000000000178e-01,1.568538271927153309e-14
5.210000000000000187e-01,5.877852522924656986e-01
5.220000000000000195e-01,9.510565162951606366e-01
5.230000000000000204e-01,9.510565162951541973e-01
5.240000000000000213e-01,5.877852522924490453e-01
5.250000000000000222e-01,-4.904777002955295947e-15
5.260000000000000231e-01,-5.877852522925030021e-01
5.270000000000000240e-01,-9.510565162951573059e-01
5.280000000000000249e-01,-9.510565162951399865e-01
5.290000000000000258e-01,-5.877852522924577050e-01
5.300000000000000266e-01,-5.875828713360941989e-15
5.310000000000000275e-01,5.877852522924942313e-01
5.320000000000000284e-01,9.510565162951539753e-01
5.330000000000000293e-01,9.510565162951433171e-01
5.340000000000000302e-01,5.877852522924664758e-01
5.350000000000000311e-01,-4.018698443113083416e-14
5.360000000000000320e-01,-5.877852522924854606e-01
5.370000000000000329e-01,-9.510565162951681861e-01
5.380000000000000338e-01,-9.510565162951466478e-01
5.390000000000000346e-01,-5.877852522924751355e-01
5.400000000000000355e-01,2.940637871481459622e-14
5.410000000000000364e-01,5.877852522924768008e-01
5.420000000000000373e-01,9.510565162951648555e-01
5.430000000000000382e-01,9.510565162951499785e-01
5.440000000000000391e-01,5.877852522924379430e-01
5.450000000000000400e-01,-1.862577299849835828e-14
5.460000000000000409e-01,-5.877852522925139933e-01
5.470000000000000417e-01,-9.510565162951615248e-01
5.480000000000000426e-01,-9.510565162951533091e-01
5.490000000000000435e-01,-5.877852522924466028e-01
5.500000000000000444e-01,7.845167282182120347e-15
5.510000000000000453e-01,5.877852522925053336e-01
5.520000000000000462e-01,9.510565162951581941e-01
5.530000000000000471e-01,9.510565162951390983e-01
5.540000000000000480e-01,5.877852522924553735e-01
5.550000000000000488e-01,-5.390798042667389728e-14
5.560000000000000497e-01,-5.877852522924965628e-01
5.570000000000000506e-01,-9.510565162951724050e-01
5.580000000000000515e-01,-9.510565162951424290e-01
5.590000000000000524e-01,-5.877852522924640333e-01
5.600000000000000533e-01,4.312737471035765934e-14
5.610000000000000542e-01,5.877852522924879031e-01
5.620000000000000551e-01,9.510565162951690743e-01
5.629999999999999449e-01,9.510565162951633011e-01
5.639999999999999458e-01,5.877852522925187673e-01
5.649999999999999467e-01,2.449664986676659346e-14
5.659999999999999476e-01,-5.877852522924331691e-01
5.669999999999999485e-01,-9.510565162951482021e-01
5.679999999999999494e-01,-9.510565162951666318e-01
5.689999999999999503e-01,-5.877852522924815748e-01
